,population,gdp,co2,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,gdp_per_capita
364,14573894.0,35746713600.0,5.275,3.871,0.362,0.148,0.223,2452.790832704012
365,14786650.0,38360866816.0,5.576,5.713,0.377,0.145,0.211,2594.290580760348
366,14999691.0,41183076352.0,5.637,1.089,0.376,0.137,0.201,2745.5949827233107
367,15210817.0,44124786688.0,6.834,21.245,0.449,0.155,0.221,2900.8820951563616
368,15417527.0,47229403136.0,8.366,22.407,0.543,0.177,0.236,3063.357900135346
369,15624586.0,50470756352.0,10.922,30.555,0.699,0.216,0.247,3230.2139942779922
370,15830694.0,54002196480.0,12.476,14.227,0.788,0.231,0.267,3411.2336755419565
371,16025242.0,58035617792.0,13.934,11.689,0.869,0.24,0.237,3621.5127229903924
372,16207746.0,62129455104.0,18.22,30.758,1.124,0.293,0.276,3833.318655413282
373,16396864.0,60205932544.0,19.034,4.471,1.161,0.316,0.296,3671.7955667620345
374,19878044.0,50826588160.0,8.383,-2.006,0.422,0.165,0.224,2556.921000879161
375,20448880.0,53836230656.0,8.105,-3.32,0.396,0.151,0.205,2632.7227044219535
376,21032684.0,56263172096.0,7.603,-6.189,0.362,0.135,0.193,2675.0352972545015
377,21632852.0,59069018112.0,7.85,3.237,0.363,0.133,0.227,2730.5238399449136
378,22299590.0,62482616320.0,8.772,11.746,0.393,0.14,0.203,2801.96256164351
379,23012650.0,65981644800.0,9.851,12.303,0.428,0.149,0.227,2867.1902106015605
380,23711626.0,68936966144.0,9.958,1.09,0.42,0.144,0.235,2907.3065737457227
381,24393182.0,71378026496.0,9.578,-3.815,0.393,0.134,0.223,2926.1465968646485
382,25076752.0,74248839168.0,9.645,0.704,0.385,0.13,0.22,2960.8634789704824
383,25782342.0,76789637120.0,9.592,-0.556,0.372,0.125,0.216,2978.3809833877776
384,26491090.0,77203537920.0,9.702,1.145,0.366,0.126,0.208,2914.320925262041
385,33963416.0,1406355374080.0,556.062,2.191,16.372,0.395,0.148,41407.94830767317
386,34323536.0,1454221426688.0,565.254,1.653,16.468,0.389,0.145,42368.05399909846
387,34691876.0,1479829618688.0,565.782,0.093,16.309,0.382,0.145,42656.373460114984
388,35063696.0,1514296442880.0,569.54,0.664,16.243,0.376,0.142,43187.01721803657
389,35404616.0,1557757558784.0,566.353,-0.56,15.997,0.364,0.141,43998.71357972079
390,35732120.0,1568025739264.0,570.68,0.764,15.971,0.364,0.142,43882.807380698374
391,36113532.0,1583728033792.0,557.69,-2.276,15.443,0.352,0.14,43854.144030885705
392,36554344.0,1631871434752.0,566.652,1.607,15.502,0.347,0.14,44642.339491908264
393,37035260.0,1677189185536.0,577.066,1.838,15.582,0.344,0.141,45286.28084522695
394,37522584.0,1708858146816.0,578.588,0.264,15.42,0.339,0.142,45542.123293427765
395,37888704.0,1622144450560.0,522.845,-9.634,13.8,0.322,0.137,42813.40556172098
396,521219.0,3071163648.0,0.557,7.042,1.069,0.181,0.163,5892.2710952593825
397,527528.0,3248219904.0,0.616,10.526,1.167,0.19,0.152,6157.436010979512
398,533877.0,3287052032.0,0.502,-18.452,0.94,0.153,0.138,6156.946322842153
399,539949.0,3310254080.0,0.495,-1.46,0.916,0.149,0.138,6130.679156735173
400,546083.0,3375217920.0,0.487,-1.481,0.892,0.144,0.126,6180.778233345481
401,552169.0,3421235968.0,0.491,0.752,0.889,0.144,0.129,6195.994284358593
402,558399.0,3573126912.0,0.495,0.746,0.886,0.138,0.124,6398.877705726551
403,564959.0,3751791616.0,0.509,2.963,0.901,0.136,0.12,6640.821043650955
404,571209.0,3892648448.0,0.539,5.755,0.943,0.138,0.126,6814.753352975881
405,577037.0,4189894400.0,0.561,4.082,0.972,0.134,0.132,7261.049811363916
406,582646.0,3381126400.0,0.517,-7.843,0.887,0.153,0.128,5803.054341744387
407,4660066.0,4410453504.0,0.169,4.545,0.036,0.038,0.139,946.4358453292292
408,4732037.0,4499550208.0,0.187,10.87,0.039,0.042,0.141,950.8696166154238
409,4773306.0,4632211968.0,0.191,1.961,0.04,0.041,0.141,970.4410251511217
410,4802437.0,2929689088.0,0.117,-38.462,0.024,0.04,0.118,610.0421698400208
411,4798739.0,2960957952.0,0.125,6.25,0.026,0.042,0.109,617.0283384864232
412,4819341.0,3105792000.0,0.18,44.118,0.037,0.058,0.125,644.4432962929994
413,4904182.0,3265229568.0,0.198,10.204,0.04,0.061,0.131,665.8051369219169
414,4996741.0,3421678592.0,0.216,9.259,0.043,0.063,0.143,684.7820593462819
415,5094795.0,3557270272.0,0.22,1.695,0.043,0.062,0.143,698.2165665154339
416,5209329.0,3662931200.0,0.227,3.333,0.044,0.062,0.146,703.1483709322256
417,5343024.0,3698073088.0,0.238,4.839,0.045,0.064,0.159,692.1311017880511
418,11894734.0,19869964288.0,1.236,1.641,0.104,0.062,0.794,1670.4841224696577
419,12317729.0,19903397888.0,1.273,2.989,0.103,0.064,0.571,1615.83339656198
420,12754912.0,21656293376.0,1.743,36.922,0.137,0.08,0.452,1697.8786977126929
421,13216769.0,22902173696.0,2.078,19.252,0.157,0.091,0.519,1732.8118313938905
422,13697128.0,24480827392.0,2.183,5.017,0.159,0.089,0.525,1787.2963873886556
423,14140277.0,24914135040.0,2.352,7.739,0.166,0.094,0.557,1761.926943863971
424,14592587.0,23529406464.0,2.374,0.967,0.163,0.101,0.568,1612.4218731058447
425,15085893.0,22969403392.0,2.344,-1.275,0.155,0.102,0.348,1522.5749905557464
426,15604213.0,23510339584.0,2.384,1.678,0.153,0.101,0.334,1506.6661538137168
427,16126868.0,24314152960.0,2.303,-3.372,0.143,0.095,0.312,1507.6797900249446
428,16644707.0,23793344512.0,2.279,-1.038,0.137,0.096,0.368,1429.4841304205595
429,17004166.0,321457389568.0,71.348,8.168,4.196,0.222,0.196,18904.625464606732
430,17173568.0,338708856832.0,78.071,9.424,4.546,0.23,0.202,19722.684117359888
431,17341770.0,359556382720.0,79.621,1.985,4.591,0.221,0.198,20733.545809914445
432,17509926.0,371454083072.0,81.737,2.658,4.668,0.22,0.198,21213.91507148574
433,17687108.0,378114277376.0,77.59,-5.074,4.387,0.205,0.189,21377.959436669917
434,17870122.0,386251292672.0,81.782,5.403,4.576,0.212,0.197,21614.36237939506
435,18083880.0,393022275584.0,84.25,3.018,4.659,0.214,0.194,21733.293717056295
436,18368582.0,398359527424.0,84.138,-0.133,4.581,0.211,0.187,21687.004877349813
437,18701452.0,414254039040.0,84.439,0.357,4.515,0.204,0.18,22150.902456130145
438,19039484.0,417332002816.0,91.977,8.927,4.831,0.22,0.194,21919.291658114264
439,19300318.0,391686946816.0,80.178,-12.828,4.154,0.205,0.181,20294.32607359112
440,1348191360.0,12858808074240.0,8620.627,9.245,6.394,0.67,0.297,9537.821154884126
441,1357095424.0,13691527364608.0,9532.409,10.577,7.024,0.696,0.304,10088.846460223567
442,1366560768.0,14773157625856.0,9779.354,2.591,7.156,0.662,0.3,10810.465199785393
443,1376100352.0,15925464006656.0,9956.376,1.81,7.235,0.625,0.294,11572.894363052965
444,1385189632.0,17103948087296.0,9998.674,0.425,7.218,0.585,0.288,12347.730370029221
445,1393715456.0,18301224747008.0,9866.951,-1.317,7.08,0.539,0.281,13131.249042421468
446,1401889664.0,19545710395392.0,9765.029,-1.033,6.966,0.5,0.277,13942.402813372908
447,1410275968.0,20894363680768.0,10011.151,2.52,7.099,0.479,0.273,14815.797868554475
448,1417069440.0,22294286041088.0,10353.935,3.424,7.307,0.464,0.27,15732.670123129605
449,1421864064.0,23631939764224.0,10721.042,3.546,7.54,0.454,0.267,16620.393160329564
450,1424929792.0,24151844716544.0,10914.012,1.8,7.659,0.452,0.263,16949.4980399315
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,,,,
460,,,,,,,,
461,,,,,,,,
462,44816104.0,489870196736.0,76.266,5.252,1.702,0.156,0.18,10930.673419001349
463,45308896.0,521323249664.0,76.224,-0.055,1.682,0.146,0.172,11505.97996614175
464,45782420.0,541722640384.0,80.255,5.288,1.753,0.148,0.17,11832.547086501761
465,46237928.0,569534644224.0,88.105,9.781,1.905,0.155,0.182,12317.477639222934
466,46677944.0,595158040576.0,98.284,11.554,2.106,0.165,0.192,12750.305381402402
467,47119728.0,612750917632.0,96.774,-1.536,2.054,0.158,0.2,13004.126798694593
468,47625960.0,625545117696.0,99.686,3.009,2.093,0.159,0.183,13134.54086166452
469,48351668.0,634046316544.0,92.275,-7.434,1.908,0.146,0.168,13113.225308876625
470,49276968.0,650303242240.0,87.112,-5.595,1.768,0.134,0.156,13196.900471636161
471,50187404.0,671028412416.0,94.498,8.479,1.883,0.141,0.168,13370.454714414
472,50930656.0,622365376512.0,89.731,-5.044,1.762,0.144,0.175,12219.857849700582
473,656032.0,1011389056.0,0.161,18.919,0.246,0.159,0.229,1541.6764060289743
474,670081.0,1067838016.0,0.143,-11.364,0.213,0.134,0.226,1593.5954250307052
475,684564.0,1112132992.0,0.154,7.692,0.225,0.138,0.234,1624.5858561069526
476,699397.0,1217488000.0,0.183,19.048,0.262,0.15,0.233,1740.7681188223569
477,714617.0,1263249024.0,0.161,-12.0,0.226,0.128,0.23,1767.7287610006479
478,730221.0,1324576000.0,0.18,11.364,0.246,0.136,0.237,1813.9385199823066
479,746239.0,1356063488.0,0.216,20.408,0.29,0.159,0.244,1817.1972893402783
480,761672.0,1426021120.0,0.267,23.729,0.351,0.188,0.235,1872.2246846411579
481,776322.0,1479483904.0,0.293,9.589,0.378,0.198,0.237,1905.760630253941
482,790993.0,1533170944.0,0.311,6.25,0.394,0.203,0.234,1938.286361573364
483,806168.0,1594579456.0,0.381,22.353,0.473,0.239,0.3,1977.974139385339
484,4437883.0,24809062400.0,5.5,11.253,1.239,0.222,0.278,5590.292128025908
485,4584223.0,26249089024.0,5.046,-8.246,1.101,0.192,0.212,5725.962507495818
486,4713260.0,28860084224.0,5.02,-0.533,1.065,0.174,0.206,6123.168300496896
487,4828073.0,28654592000.0,5.892,17.387,1.22,0.206,0.191,5934.995597622488
488,4944865.0,30579326976.0,5.47,-7.174,1.106,0.179,0.186,6184.05699164689
489,5064390.0,29493454848.0,5.633,2.994,1.112,0.191,0.19,5823.69344541001
490,5186830.0,26313172992.0,5.729,1.703,1.105,0.218,0.203,5073.074111162309
491,5312347.0,25159868416.0,5.651,-1.359,1.064,0.225,0.267,4736.111631262039
492,5441061.0,23950934016.0,6.545,15.812,1.203,0.273,0.334,4401.886693790053
493,5570736.0,24196673536.0,7.29,11.386,1.309,0.301,0.455,4343.532620465231
494,5702183.0,22696964096.0,7.392,1.39,1.296,0.326,0.545,3980.3991025893065
495,17237.0,,0.073,11.111,4.251,,0.205,
496,17795.0,,0.081,10.0,4.53,,0.201,
497,18029.0,,0.084,4.545,4.674,,0.198,
498,17940.0,,0.084,0.0,4.697,,0.198,
499,17842.0,,0.081,-4.348,4.518,,0.179,
500,17720.0,,0.081,0.0,4.549,,0.191,
501,17572.0,,0.073,-9.091,4.17,,0.166,
502,17417.0,,0.081,10.0,4.628,,0.17,
503,17276.0,,0.081,0.0,4.666,,0.161,
504,17133.0,,0.084,4.545,4.919,,0.168,
505,17050.0,,0.066,-21.739,3.868,,0.14,
506,4622250.0,54669053952.0,7.493,-3.293,1.621,0.137,0.138,11827.368478987506
507,4679927.0,56719503360.0,7.311,-2.427,1.562,0.129,0.133,12119.741047242831
508,4736593.0,59489120256.0,7.26,-0.694,1.533,0.122,0.131,12559.474765089592
509,4791541.0,60973367296.0,7.632,5.116,1.593,0.125,0.137,12725.210385552373
510,4844293.0,63133052928.0,7.748,1.53,1.599,0.123,0.136,13032.45962372631
511,4895241.0,65438670848.0,7.406,-4.418,1.513,0.113,0.125,13367.813933573445
512,4945205.0,68189708288.0,7.856,6.075,1.589,0.115,0.129,13789.055921443094
513,4993849.0,71025041408.0,8.029,2.203,1.608,0.113,0.127,14222.504807013589
514,5040738.0,72883052544.0,8.012,-0.207,1.59,0.11,0.124,14458.805941510946
515,5084527.0,74645364736.0,7.698,-3.919,1.514,0.103,0.116,14680.886685428162
516,5123107.0,71455768576.0,6.763,-12.148,1.32,0.095,0.115,13947.74080962978
517,21120040.0,58369986560.0,6.225,9.979,0.295,0.107,0.164,2763.725189914413
518,21562916.0,57051172864.0,6.523,4.794,0.303,0.114,0.184,2645.800450365804
519,22010708.0,63249211392.0,8.54,30.918,0.388,0.135,0.198,2873.5655114774136
520,22469272.0,69113675776.0,9.68,13.346,0.431,0.14,0.202,3075.919672697896
521,22995554.0,75191533568.0,9.903,2.308,0.431,0.132,0.196,3269.829183850061
522,23596738.0,81840726016.0,9.555,-3.519,0.405,0.117,0.19,3468.3067640959525
523,24213620.0,87711154176.0,11.983,25.411,0.495,0.137,0.21,3622.3891419787706
524,24848024.0,93099253760.0,12.002,0.16,0.483,0.129,0.211,3746.7467739084605
525,25493990.0,96591405056.0,10.352,-13.743,0.406,0.107,0.182,3788.791203573862
526,26147544.0,104618147840.0,10.535,1.764,0.403,0.101,0.171,4001.069769306058
527,26811792.0,106396663808.0,11.019,4.59,0.411,0.104,0.18,3968.278726315645
528,4368680.0,81303797760.0,21.018,-3.61,4.811,0.259,0.194,18610.609557120228
529,4351838.0,82302803968.0,20.65,-1.751,4.745,0.251,0.219,18912.193874863908
530,4331592.0,80383803392.0,19.081,-7.598,4.405,0.237,0.218,18557.56576150293
531,4308854.0,80064094208.0,18.432,-3.402,4.278,0.23,0.192,18581.296606475877
532,4283968.0,79720243200.0,17.682,-4.072,4.127,0.222,0.184,18608.97261604195
533,4254821.0,81731108864.0,17.825,0.81,4.189,0.218,0.196,19209.059291565965
534,4223748.0,84640153600.0,18.109,1.595,4.287,0.214,0.191,20039.11066664015
535,4192468.0,87528488960.0,18.744,3.506,4.471,0.214,0.198,20877.556837643126
536,4160488.0,89979863040.0,17.724,-5.441,4.26,0.197,0.181,21627.237727881922
537,4129749.0,93057982464.0,17.857,0.752,4.324,0.192,0.186,22533.568617366334
538,4096872.0,85073362944.0,16.871,-5.527,4.118,0.198,0.185,20765.443231811976
539,11290420.0,74083581952.0,34.2,20.438,3.029,0.462,0.256,6561.632069666141
540,11298713.0,78036992000.0,29.431,-13.944,2.605,0.377,0.246,6906.715127643299
541,11309292.0,80388153344.0,29.839,1.384,2.638,0.371,0.229,7108.150832430536
542,11321583.0,83013746688.0,28.125,-5.743,2.484,0.339,0.224,7332.344486455649
543,11332030.0,85723463680.0,27.608,-1.837,2.436,0.322,0.216,7564.704971659976
544,11339888.0,88467243008.0,29.469,6.739,2.599,0.333,0.23,7801.42123167354
545,11342012.0,88635596800.0,28.172,-4.402,2.484,0.318,0.282,7814.8036521209815
546,11336405.0,90020495360.0,24.948,-11.444,2.201,0.277,0.235,7940.832685494211
547,11328243.0,91854651392.0,23.133,-7.273,2.042,0.252,0.208,8108.464074437668
548,11316699.0,91703230464.0,22.619,-2.223,1.999,0.247,0.208,8103.355091798412
549,11300695.0,81663254528.0,21.277,-5.932,1.883,0.261,0.209,7226.392228796548
550,159392.0,,4.055,-31.118,25.439,,,
551,161681.0,,5.173,27.572,31.993,,,
552,163960.0,,6.287,21.55,38.347,,,
553,166148.0,,5.928,-5.711,35.681,,,
554,168034.0,,6.797,14.648,40.448,,,
555,169588.0,,7.328,7.817,43.211,,,
556,170752.0,,6.192,-15.5,36.264,,,
557,171543.0,,4.965,-19.822,28.942,,,
558,184734.0,,4.313,-13.137,23.345,,,
559,193119.0,,2.242,-48.003,11.611,,,
560,189298.0,,1.806,-19.444,9.542,,,
561,1129693.0,27285555200.0,8.101,-4.357,7.171,0.297,0.238,24153.070967068044
562,1145090.0,27627898880.0,7.788,-3.87,6.801,0.282,0.231,24127.272860648507
563,1156556.0,26675451904.0,7.263,-6.74,6.28,0.272,0.23,23064.557102293362
564,1166972.0,24918237184.0,6.583,-9.365,5.641,0.264,0.233,21352.900655714104
565,1176997.0,24475580416.0,6.951,5.593,5.906,0.284,0.246,20794.938658297346
566,1187286.0,25312503808.0,6.972,0.299,5.872,0.275,0.239,21319.634703011743
567,1197889.0,26976335872.0,7.374,5.768,6.156,0.273,0.232,22519.896143966595
568,1208527.0,28523085824.0,7.504,1.765,6.209,0.263,0.23,23601.529650558077
569,1218834.0,30134013952.0,7.322,-2.427,6.007,0.243,0.226,24723.640751734856
570,1228840.0,31800246272.0,7.342,0.282,5.975,0.231,0.226,25878.26427525146
571,1237540.0,30409793536.0,6.911,-5.876,5.584,0.227,0.244,24572.776262585452
572,10464750.0,271231975424.0,117.491,2.167,11.227,0.433,0.229,25918.629248094796
573,10496379.0,279082762240.0,115.202,-1.948,10.975,0.413,0.229,26588.479916740813
574,10511065.0,276891959296.0,111.298,-3.388,10.589,0.402,0.223,26342.90238867327
575,10514547.0,276764852224.0,106.733,-4.102,10.151,0.386,0.218,26322.089979149838
576,10517178.0,283025539072.0,104.256,-2.32,9.913,0.368,0.217,26910.78719709793
577,10523801.0,298276061184.0,105.022,0.735,9.979,0.352,0.223,28342.997096201267
578,10527584.0,305844158464.0,106.681,1.579,10.133,0.349,0.23,29051.69490587774
579,10531315.0,321652391936.0,107.777,1.027,10.234,0.335,0.22,30542.471850476413
580,10534598.0,332009897984.0,106.358,-1.316,10.096,0.32,0.217,31516.143091933835
581,10536876.0,342069379072.0,101.033,-5.007,9.588,0.295,0.211,32464.02245523246
582,10530951.0,323245441024.0,91.697,-9.24,8.707,0.284,0.207,30694.80059531186
583,66391260.0,46223523840.0,2.737,11.85,0.041,0.059,0.089,696.2290494260841
584,68654272.0,51169099776.0,3.042,11.156,0.044,0.059,0.092,745.3155977824657
585,70997872.0,55604953088.0,2.799,-8.005,0.039,0.05,0.086,783.1918270451824
586,73460032.0,60956372992.0,3.922,40.122,0.053,0.064,0.099,829.7896329802851
587,76035592.0,65407410176.0,5.067,29.208,0.067,0.077,0.107,860.2209630458325
588,78656904.0,69567324160.0,3.277,-35.336,0.042,0.047,0.09,884.440152386369
589,81430976.0,69841412096.0,2.559,-21.887,0.031,0.037,0.076,857.6762250276848
590,84283272.0,72396210176.0,3.102,21.218,0.037,0.043,0.085,858.9629763780409
591,87087352.0,75889336320.0,3.375,8.788,0.039,0.044,0.087,871.4162800586703
592,89906896.0,79292964864.0,3.592,6.432,0.04,0.045,0.09,881.9453055525352
593,92853168.0,80617955328.0,3.71,3.272,0.04,0.046,0.09,868.2305306804394
594,5550850.0,238190231552.0,49.19,0.692,8.862,0.207,0.208,42910.58694650369
595,5576016.0,242757632000.0,44.237,-10.069,7.933,0.182,0.2,43536.03576460326
596,5600955.0,243307495424.0,39.861,-9.891,7.117,0.164,0.194,43440.358907364905
597,5625393.0,245578366976.0,41.763,4.771,7.424,0.17,0.197,43655.32629915812
598,5650654.0,249555238912.0,37.571,-10.037,6.649,0.151,0.185,44163.95675827966
599,5677795.0,255401312256.0,35.111,-6.55,6.184,0.137,0.176,44982.48215301891
600,5706856.0,263691534336.0,36.917,5.144,6.469,0.14,0.183,46206.09567439585
601,5737286.0,271132213248.0,34.665,-6.1,6.042,0.128,0.171,47257.9218201777
602,5766689.0,276526465024.0,34.609,-0.161,6.002,0.125,0.173,47952.38047760162
603,5795879.0,280656347136.0,30.95,-10.571,5.34,0.11,0.158,48423.431050924286
604,5825638.0,275058360320.0,28.3,-8.564,4.858,0.103,0.16,47215.1479923744
605,919206.0,1885010048.0,0.517,16.529,0.562,0.274,0.143,2050.693803130093
606,936819.0,1960630016.0,0.473,-8.511,0.505,0.241,0.173,2092.8589364647814
607,954311.0,2054195968.0,0.487,3.101,0.511,0.237,0.135,2152.5435293106752
608,971761.0,2157408000.0,0.557,14.237,0.573,0.258,0.149,2220.101444696793
609,989091.0,2286629888.0,0.388,-30.247,0.393,0.17,0.094,2311.849858102035
610,1006266.0,2435148032.0,0.432,11.16,0.429,0.177,0.118,2419.9844096888896
611,1023269.0,2612607488.0,0.38,-11.933,0.371,0.145,0.109,2553.1971436640806
612,1040242.0,2767105792.0,0.392,3.058,0.377,0.142,0.124,2660.059670730465
613,1057204.0,2924431616.0,0.435,11.007,0.411,0.149,0.131,2766.194240657432
614,1073999.0,3086593024.0,0.449,3.159,0.418,0.145,0.147,2873.925417062772
615,1090162.0,3123694336.0,0.382,-14.748,0.351,0.122,0.13,2865.3487610098314
616,68775.0,640098880.0,0.172,-7.843,2.504,0.269,0.221,9307.144747364595
617,68758.0,652912000.0,0.154,-10.638,2.238,0.236,0.195,9495.796852729864
618,68908.0,644078976.0,0.165,7.143,2.393,0.256,0.217,9346.940500377315
619,68839.0,667585024.0,0.158,-4.444,2.289,0.236,0.208,9697.773413326748
620,69388.0,694011008.0,0.165,4.651,2.376,0.238,0.211,10001.888049806883
621,70027.0,689606016.0,0.176,6.667,2.511,0.255,0.216,9847.716109500621
622,70098.0,707976576.0,0.172,-2.083,2.457,0.243,0.203,10099.811349824531
623,70422.0,656048832.0,0.154,-10.638,2.185,0.235,0.194,9315.96421572804
624,70840.0,677586368.0,0.161,4.762,2.276,0.238,0.197,9565.024957651045
625,71446.0,714870336.0,0.172,6.818,2.41,0.241,0.218,10005.743302634157
626,72011.0,600082688.0,0.158,-8.511,2.188,0.263,0.218,8333.208648678674
627,9775756.0,107260796928.0,20.553,3.907,2.102,0.192,0.234,10972.122967062598
628,9903743.0,112433266688.0,21.318,3.719,2.153,0.19,0.247,11352.603423574299
629,10030885.0,115488079872.0,21.255,-0.296,2.119,0.184,0.222,11513.249316685416
630,10157054.0,121118130176.0,21.267,0.057,2.094,0.176,0.233,11924.533449955075
631,10282116.0,129656946688.0,21.801,2.509,2.12,0.168,0.248,12609.947863649855
632,10405832.0,138638295040.0,23.495,7.77,2.258,0.169,0.241,13323.134088653364
633,10527589.0,147870203904.0,24.645,4.895,2.341,0.167,0.238,14045.970440525367
634,10647247.0,154771308544.0,24.017,-2.547,2.256,0.155,0.235,14536.274827098498
635,10765532.0,165578997760.0,25.756,7.242,2.392,0.156,0.228,15380.475183205066
636,10881886.0,173944045568.0,28.375,10.166,2.608,0.163,0.235,15984.733305237713
637,10999668.0,162254995456.0,23.502,-17.174,2.137,0.145,0.225,14750.899341325574
638,1088492.0,,0.313,-2.688,0.288,,0.305,
639,1112985.0,,0.434,38.564,0.39,,0.407,
640,1137683.0,,0.591,36.278,0.52,,0.468,
641,1161558.0,,0.619,4.641,0.533,,0.326,
642,1184842.0,,0.624,0.893,0.527,,0.286,
643,1205822.0,,0.59,-5.549,0.489,,0.276,
644,1224568.0,,0.643,9.048,0.525,,0.307,
645,1243238.0,,0.69,7.264,0.555,,0.323,
646,1261850.0,,0.617,-10.533,0.489,,0.285,
647,1280442.0,,0.675,9.466,0.527,,0.31,
648,1299998.0,,0.646,-4.284,0.497,,0.313,
649,14989581.0,137913286656.0,36.276,7.97,2.42,0.263,0.234,9200.609854004591
650,15237734.0,149795274752.0,38.264,5.479,2.511,0.255,0.232,9830.547951027364
651,15483884.0,158246715392.0,37.409,-2.235,2.416,0.236,0.215,10220.091767156096
652,15722988.0,166075187200.0,39.655,6.004,2.522,0.239,0.221,10562.571643506946
653,15957995.0,172367773696.0,43.731,10.28,2.74,0.254,0.232,10801.342756154518
654,16195904.0,172538413056.0,41.276,-5.615,2.549,0.239,0.219,10653.212877527552
655,16439588.0,170423091200.0,39.357,-4.648,2.394,0.231,0.21,10366.627874129206
656,16696947.0,174458716160.0,39.174,-0.465,2.346,0.225,0.201,10448.539853423503
657,17015672.0,176707502080.0,38.429,-1.902,2.258,0.217,0.186,10384.985211280518
658,17343742.0,176728686592.0,40.065,4.257,2.31,0.227,0.19,10189.7668099537
659,17588596.0,162965061632.0,32.909,-17.86,1.871,0.202,0.18,9265.382048231706
660,87252416.0,898751397888.0,203.608,-1.39,2.334,0.227,0.227,10300.590391537124
661,89200056.0,923052867584.0,216.917,6.537,2.432,0.235,0.23,10348.119821628812
662,91240384.0,950287269888.0,213.734,-1.468,2.343,0.225,0.218,10415.204630090115
663,93377896.0,984556568576.0,211.419,-1.083,2.264,0.215,0.217,10543.78617157962
664,95592328.0,1035721834496.0,226.899,7.322,2.374,0.219,0.236,10834.77990509866
665,97723792.0,1079611555840.0,224.48,-1.066,2.297,0.208,0.23,11047.581492130392
666,99784032.0,1121578516480.0,239.386,6.64,2.399,0.213,0.232,11240.060097792
667,101789384.0,1158060441600.0,260.111,8.658,2.555,0.225,0.243,11377.02573777242
668,103740768.0,1220661739520.0,243.908,-6.229,2.351,0.2,0.228,11766.461373411077
669,105618672.0,1289253421056.0,256.14,5.015,2.425,0.199,0.244,12206.680851431269
670,107465128.0,1307778088960.0,227.638,-11.128,2.118,0.174,0.23,12169.325187608765
671,6114039.0,43862777856.0,6.319,0.098,1.033,0.144,0.17,7174.108286846061
672,6137354.0,45520506880.0,6.499,2.861,1.059,0.143,0.175,7416.959634396191
673,6161293.0,46608113664.0,6.472,-0.423,1.05,0.139,0.172,7564.664375480926
674,6185641.0,48017379328.0,6.094,-5.832,0.985,0.127,0.167,7762.716802995841
675,6209528.0,49026875392.0,6.151,0.93,0.991,0.125,0.165,7895.427058546157
676,6231072.0,50319724544.0,6.668,8.399,1.07,0.133,0.173,8075.612758767673
677,6250513.0,51794878464.0,6.596,-1.079,1.055,0.127,0.169,8286.500398287308
678,6266661.0,53295513600.0,5.97,-9.492,0.953,0.112,0.154,8504.61092438222
679,6276340.0,55053058048.0,6.263,4.906,0.998,0.114,0.15,8771.522582906598
680,6280222.0,56393641984.0,7.55,20.551,1.202,0.134,0.165,8979.561866443575
681,6292734.0,51960807424.0,6.594,-12.652,1.048,0.127,0.156,8257.270595578964
682,1094538.0,27366672384.0,6.402,30.617,5.849,0.234,0.208,25002.944058589102
683,1144590.0,29285787648.0,6.095,-4.806,5.325,0.208,0.184,25586.269011611144
684,1193641.0,31730929664.0,6.901,13.227,5.781,0.217,0.214,26583.310781047232
685,1243947.0,30419136512.0,8.196,18.774,6.589,0.269,0.247,24453.72392232145
686,1295193.0,30256852992.0,7.672,-6.393,5.924,0.254,0.245,23360.883661353946
687,1346974.0,28026101760.0,7.033,-8.325,5.222,0.251,0.252,20806.71324019617
688,1398940.0,25203836928.0,7.558,7.461,5.403,0.3,0.274,18016.381637525556
689,1450703.0,23511758848.0,7.862,4.02,5.42,0.334,0.254,16207.148429416635
690,1502102.0,21813516288.0,6.008,-23.577,4.0,0.275,0.214,14521.994037688519
691,1553037.0,20617750528.0,4.638,-22.809,2.986,0.225,0.169,13275.762604496866
692,1596057.0,19743252480.0,5.525,19.121,3.462,0.28,0.306,12370.017161041242
693,3147733.0,,0.497,0.005,0.158,,0.241,
694,3207574.0,,0.578,16.182,0.18,,0.275,
695,3252600.0,,0.608,5.263,0.187,,0.272,
696,3296370.0,,0.57,-6.366,0.173,,0.25,
697,3323429.0,,0.569,-0.071,0.171,,0.239,
698,3340005.0,,0.554,-2.594,0.166,,0.234,
699,3365288.0,,0.557,0.566,0.166,,0.232,
700,3396933.0,,0.557,-0.076,0.164,,0.211,
701,3445380.0,,0.623,11.839,0.181,,0.206,
702,3498819.0,,0.648,4.025,0.185,,0.198,
703,3555869.0,,0.641,-1.108,0.18,,0.204,
704,1331535.0,27586969600.0,18.975,31.618,14.251,0.688,0.259,20718.170832910888
705,1327435.0,29217294336.0,18.956,-0.101,14.28,0.649,0.26,22010.338989103046
706,1322682.0,30160490496.0,17.772,-6.249,13.436,0.589,0.242,22802.525849750735
707,1317985.0,30600421376.0,19.66,10.627,14.917,0.642,0.254,23217.5793927852
708,1314531.0,31521830912.0,18.828,-4.233,14.323,0.597,0.254,23979.526471418325
709,1314658.0,32106016768.0,15.824,-15.956,12.037,0.493,0.231,24421.573343029137
