,population,gdp,co2,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,gdp_per_capita
710,1315928.0,33119084544.0,17.489,10.523,13.29,0.528,0.247,25167.85458170964
711,1317550.0,35037376512.0,18.738,7.143,14.222,0.535,0.239,26592.824949337784
712,1322146.0,36363239424.0,17.885,-4.555,13.527,0.492,0.23,27503.195126710667
713,1327039.0,37723176960.0,12.324,-31.093,9.287,0.327,0.196,28426.577485665453
714,1329449.0,37515272192.0,9.239,-25.033,6.949,0.246,0.157,28218.662161542114
715,1099926.0,7332276736.0,0.997,-5.882,0.906,0.136,0.176,6666.15457403498
716,1105379.0,7567465984.0,1.008,1.103,0.912,0.133,0.174,6846.0374079840485
717,1111453.0,7793098240.0,1.169,16.0,1.052,0.15,0.204,7011.630937160636
718,1118329.0,8126636032.0,1.4,19.749,1.252,0.172,0.248,7266.766785087394
719,1125872.0,8327527424.0,0.769,-45.026,0.683,0.092,0.134,7396.513479329799
720,1133941.0,8445665792.0,0.868,12.857,0.766,0.103,0.153,7448.064574788283
721,1142529.0,8545156096.0,1.055,21.519,0.924,0.123,0.175,7479.159037538653
722,1151397.0,8725282816.0,0.986,-6.597,0.856,0.113,0.154,7577.9968299378925
723,1160430.0,8936239104.0,1.033,4.833,0.89,0.116,0.153,7700.799793180115
724,1169620.0,9177836544.0,1.121,8.511,0.959,0.122,0.166,7846.853289102443
725,1180663.0,9034694656.0,1.092,-2.614,0.925,0.121,0.165,7652.221384086738
726,89237800.0,94148624384.0,6.337,-1.806,0.071,0.067,0.152,1055.0307648104279
727,91817936.0,104948629504.0,7.402,16.816,0.081,0.071,0.157,1143.0079358786718
728,94451280.0,116345225216.0,8.109,9.54,0.086,0.07,0.154,1231.8014664915077
729,97084376.0,128310304768.0,9.781,20.624,0.101,0.076,0.159,1321.6370136426483
730,99746768.0,141950550016.0,12.017,22.856,0.12,0.085,0.173,1423.1092682221042
731,102471896.0,157107159040.0,12.696,5.658,0.124,0.081,0.173,1533.1731447615646
732,105293232.0,173708918784.0,14.425,13.614,0.137,0.083,0.17,1649.7633844500092
733,108197944.0,190761664512.0,15.584,8.033,0.144,0.082,0.181,1763.0803087348868
734,111129440.0,206205566976.0,15.989,2.601,0.144,0.078,0.175,1855.5440122437403
735,114120592.0,221885284352.0,16.675,4.291,0.146,0.075,0.158,1944.3054094216407
736,117190920.0,237860192256.0,17.81,6.807,0.152,0.075,0.177,2029.6810730387645
737,48432.0,,0.63,9.554,13.012,,0.197,
738,48411.0,,0.568,-9.884,11.731,,0.186,
739,48410.0,,0.59,3.871,12.186,,0.189,
740,48444.0,,0.649,9.938,13.387,,0.191,
741,48494.0,,0.597,-7.91,12.316,,0.187,
742,48848.0,,0.608,1.84,12.451,,0.178,
743,49523.0,,0.63,3.614,12.726,,0.186,
744,50259.0,,0.707,12.209,14.07,,0.185,
745,50978.0,,0.725,2.591,14.231,,0.185,
746,51708.0,,0.74,2.02,14.314,,0.191,
747,52440.0,,0.758,2.475,14.463,,0.211,
748,905176.0,,1.092,47.181,1.206,,0.132,
749,908359.0,,0.999,-8.534,1.099,,0.155,
750,911067.0,,0.969,-2.976,1.063,,0.149,
751,913467.0,,1.106,14.161,1.211,,0.161,
752,915576.0,,1.252,13.148,1.367,,0.173,
753,917209.0,,1.32,5.465,1.439,,0.175,
754,918371.0,,1.26,-4.563,1.372,,0.169,
755,919022.0,,1.362,8.108,1.482,,0.169,
756,919002.0,,1.41,3.543,1.534,,0.165,
757,918472.0,,1.408,-0.146,1.533,,0.163,
758,920430.0,,1.041,-26.071,1.131,,0.125,
759,5363279.0,201746022400.0,64.081,14.623,11.948,0.318,0.173,37616.171450338494
760,5388173.0,207084306432.0,56.638,-11.615,10.512,0.274,0.162,38433.121288421884
761,5413865.0,204190203904.0,51.146,-9.697,9.447,0.25,0.15,37716.16098739071
762,5438873.0,202349019136.0,51.715,1.112,9.508,0.256,0.151,37204.2184356943
763,5461436.0,201610625024.0,47.619,-7.92,8.719,0.236,0.144,36915.31403535627
764,5479457.0,202706714624.0,44.186,-7.209,8.064,0.218,0.134,36993.94203184731
765,5495217.0,208405725184.0,47.248,6.93,8.598,0.227,0.141,37924.93093248183
766,5508146.0,215058874368.0,44.654,-5.49,8.107,0.208,0.136,39043.78612476866
767,5515465.0,217509953536.0,45.73,2.41,8.291,0.21,0.137,39436.3763592009
768,5521539.0,220173893632.0,42.454,-7.164,7.689,0.193,0.13,39875.45748241568
769,5529468.0,214988898304.0,37.735,-11.116,6.824,0.176,0.12,38880.575546146574
770,62444568.0,2342490472448.0,376.564,1.509,6.03,0.161,0.125,37513.11839402909
771,62775272.0,2393401982976.0,354.089,-5.968,5.641,0.148,0.122,38126.509160740876
772,63071412.0,2400896417792.0,356.445,0.665,5.651,0.148,0.123,38066.317871431194
773,63335180.0,2414733688832.0,358.487,0.573,5.66,0.148,0.123,38126.262352645084
774,63588496.0,2437822808064.0,327.009,-8.781,5.143,0.134,0.117,38337.48179960099
775,63809768.0,2464953663488.0,331.414,1.347,5.194,0.134,0.117,38629.723014946554
776,63989320.0,2491956330496.0,334.005,0.782,5.22,0.134,0.121,38943.31632991255
777,64144092.0,2549057585152.0,336.896,0.866,5.252,0.132,0.122,39739.55364668659
778,64277812.0,2596599234560.0,322.079,-4.398,5.011,0.124,0.115,40396.50936718257
779,64399760.0,2644453883904.0,315.45,-2.058,4.898,0.119,0.116,41063.101538018156
780,64480052.0,2438594035712.0,281.539,-10.75,4.366,0.115,0.115,37819.35591044499
781,283795.0,,0.923,10.044,3.254,,0.18,
782,285275.0,,0.887,-3.968,3.108,,0.184,
783,286591.0,,0.876,-1.24,3.056,,0.188,
784,288037.0,,0.879,0.418,3.053,,0.192,
785,289880.0,,0.85,-3.333,2.932,,0.186,
786,291796.0,,0.846,-0.431,2.901,,0.178,
787,293552.0,,0.868,2.597,2.958,,0.184,
788,295456.0,,0.861,-0.844,2.914,,0.187,
789,297615.0,,0.876,1.702,2.942,,0.187,
790,299730.0,,0.876,0.0,2.922,,0.186,
791,301935.0,,0.846,-3.347,2.803,,0.188,
792,1711117.0,23885406208.0,5.836,10.022,3.411,0.244,0.37,13958.95558749051
793,1772508.0,27165829120.0,5.828,-0.14,3.288,0.215,0.361,15326.209596797307
794,1836711.0,28592308224.0,5.63,-3.399,3.065,0.197,0.278,15567.124182301952
795,1902230.0,30169739264.0,5.927,5.276,3.116,0.196,0.29,15860.195278173513
796,1966858.0,31507773440.0,6.369,7.468,3.238,0.202,0.299,16019.343257113629
797,2028524.0,32729962496.0,6.476,1.667,3.192,0.198,0.316,16134.865792073448
798,2086210.0,33414338560.0,6.522,0.713,3.126,0.195,0.321,16016.766557537352
799,2140225.0,33572390912.0,5.879,-9.851,2.747,0.175,0.273,15686.383867116776
800,2192013.0,33855404032.0,5.474,-6.893,2.497,0.162,0.284,15444.89199288508
801,2242788.0,35180838912.0,5.426,-0.876,2.419,0.154,0.326,15686.20793048652
802,2292583.0,34525073408.0,5.929,9.266,2.586,0.172,0.309,15059.464982510994
803,1937284.0,3111135488.0,0.425,13.725,0.219,0.137,0.212,1605.926383534887
804,1998215.0,3000861952.0,0.443,4.31,0.222,0.148,0.21,1501.7713068914006
805,2061020.0,3174000128.0,0.447,0.826,0.217,0.141,0.217,1540.0142298473572
806,2124876.0,3327260928.0,0.425,-4.918,0.2,0.128,0.207,1565.8612210783124
807,2189023.0,3357018112.0,0.506,18.966,0.231,0.151,0.223,1533.5691365508721
808,2253137.0,3514848000.0,0.583,15.217,0.259,0.166,0.251,1559.9797082911514
809,2317212.0,3558432768.0,0.59,1.258,0.255,0.166,0.252,1535.6526584533483
810,2381189.0,3704517888.0,0.594,0.621,0.249,0.16,0.25,1555.742903230277
811,2444916.0,3947002112.0,0.649,9.259,0.265,0.164,0.271,1614.3712552905704
812,2508882.0,4192588544.0,0.711,9.605,0.283,0.17,0.291,1671.0983394197096
813,2574005.0,4217390080.0,0.7,-1.546,0.272,0.166,0.3,1638.454501836632
814,3836834.0,41359835136.0,6.208,1.18,1.618,0.15,0.109,10779.678019950825
815,3821667.0,44138041344.0,7.805,25.716,2.042,0.177,0.148,11549.421062588655
816,3804358.0,46970388480.0,8.254,5.765,2.17,0.176,0.151,12346.46909675693
817,3786025.0,48668827648.0,8.013,-2.931,2.116,0.165,0.13,12854.861668372501
818,3774232.0,50830708736.0,8.939,11.559,2.368,0.176,0.139,13467.828351834227
819,3771135.0,52369350656.0,9.756,9.146,2.587,0.186,0.143,13886.893642364965
820,3771112.0,53891203072.0,10.068,3.193,2.67,0.187,0.14,14290.533686615512
821,3771904.0,56501157888.0,10.173,1.041,2.697,0.18,0.142,14979.479299579205
822,3772323.0,59237502976.0,10.063,-1.081,2.667,0.17,0.138,15703.18951372934
823,3770814.0,62188711936.0,10.887,8.189,2.887,0.175,0.147,16492.118660851476
824,3765912.0,57984757760.0,10.575,-2.866,2.808,0.182,0.15,15397.268380142712
825,81325088.0,3301123031040.0,831.13,5.435,10.22,0.252,0.216,40591.69331658147
826,81423384.0,3467712921600.0,807.614,-2.829,9.919,0.233,0.218,42588.661281874505
827,81545568.0,3482225475584.0,812.816,0.644,9.968,0.233,0.216,42702.817099563275
828,81680592.0,3497463119872.0,833.804,2.582,10.208,0.238,0.216,42818.777805528145
829,81858824.0,3574741336064.0,794.738,-4.685,9.709,0.222,0.214,43669.59066091641
830,82073232.0,3628073746432.0,798.085,0.421,9.724,0.22,0.211,44205.32319760479
831,82331432.0,3708980035584.0,801.745,0.459,9.738,0.216,0.209,45049.38084380702
832,82624368.0,3808389496832.0,785.986,-1.966,9.513,0.206,0.202,46092.81243557591
833,82896696.0,3845758648320.0,754.811,-3.966,9.105,0.196,0.199,46392.1824860185
834,83148144.0,3886392803328.0,707.491,-6.269,8.509,0.182,0.191,46740.58393086922
835,83328992.0,3742720851968.0,647.252,-8.514,7.767,0.173,0.188,44914.99011494103
836,25574722.0,75296612352.0,8.943,30.205,0.35,0.119,0.163,2944.1810687912853
837,26205940.0,86160269312.0,10.336,15.578,0.394,0.12,0.15,3287.814492134226
838,26858760.0,93421854720.0,12.644,22.337,0.471,0.135,0.179,3478.26387815372
839,27525586.0,100187455488.0,12.606,-0.3,0.458,0.126,0.17,3639.793735472153
840,28196356.0,103048822784.0,13.252,5.126,0.47,0.129,0.176,3654.68583188551
841,28870946.0,105234481152.0,14.568,9.928,0.505,0.138,0.177,3644.9959468595175
842,29554298.0,108784041984.0,13.917,-4.467,0.471,0.128,0.167,3680.8196893730988
843,30222266.0,117627101184.0,12.438,-10.631,0.412,0.106,0.149,3892.0675631668387
844,30870648.0,124919971840.0,15.193,22.156,0.492,0.122,0.158,4046.561375711971
845,31522294.0,133049778176.0,16.418,8.063,0.521,0.123,0.166,4220.815216557526
846,32180402.0,133733646336.0,19.168,16.749,0.596,0.143,0.171,4155.748158024875
847,11033784.0,290984361984.0,97.354,-6.677,8.823,0.335,0.257,26372.12781979419
848,11004730.0,266793943040.0,94.505,-2.926,8.588,0.354,0.255,24243.57008668091
849,10963633.0,247887020032.0,91.393,-3.294,8.336,0.369,0.262,22609.934136978136
850,10914501.0,241650188288.0,81.713,-10.591,7.487,0.338,0.249,22140.287337735368
851,10862972.0,242799804416.0,78.636,-3.765,7.239,0.324,0.255,22351.139671169178
852,10806644.0,242323734528.0,74.928,-4.716,6.933,0.309,0.24,22423.588167427373
853,10749742.0,241143087104.0,71.361,-4.76,6.638,0.296,0.232,22432.45345832486
854,10692230.0,243776815104.0,74.843,4.88,7.0,0.307,0.232,22799.43614232017
855,10633275.0,247844012032.0,71.781,-4.092,6.751,0.29,0.222,23308.342164761092
856,10574026.0,252514238464.0,65.759,-8.389,6.219,0.26,0.208,23880.614485343616
857,10512232.0,229777833984.0,55.62,-15.419,5.291,0.242,0.201,21858.139544865448
858,56374.0,,0.679,14.667,12.052,,0.156,
859,56310.0,,0.726,6.87,12.894,,0.168,
860,56217.0,,0.58,-20.152,10.313,,0.161,
861,56116.0,,0.563,-2.897,10.032,,0.155,
862,55972.0,,0.523,-7.168,9.337,,0.154,
863,55916.0,,0.526,0.593,9.402,,0.146,
864,55941.0,,0.527,0.168,9.413,,0.148,
865,55951.0,,0.544,3.271,9.72,,0.154,
866,55954.0,,0.545,0.152,9.734,,0.151,
867,55955.0,,0.555,1.977,9.926,,0.158,
868,56049.0,,0.537,-3.288,9.584,,0.151,
869,114058.0,,0.26,2.899,2.281,,0.221,
870,114933.0,,0.253,-2.817,2.2,,0.216,
871,115930.0,,0.271,7.246,2.339,,0.227,
872,116954.0,,0.304,12.162,2.6,,0.226,
873,117986.0,,0.234,-22.892,1.987,,0.206,
874,118994.0,,0.26,10.938,2.186,,0.22,
875,119973.0,,0.267,2.817,2.229,,0.219,
876,120934.0,,0.278,4.11,2.303,,0.21,
877,121853.0,,0.308,10.526,2.526,,0.236,
878,122737.0,,0.33,7.143,2.687,,0.252,
879,123672.0,,0.289,-12.222,2.341,,0.262,
880,14543126.0,96390291456.0,11.098,-3.01,0.763,0.115,0.191,6627.893580513571
881,14833458.0,100335198208.0,11.237,1.258,0.758,0.112,0.189,6764.113816751293
882,15128307.0,103492747264.0,11.577,3.02,0.765,0.112,0.182,6840.999938988546
883,15422663.0,107099471872.0,12.812,10.668,0.831,0.12,0.188,6944.2917784042875
884,15713744.0,111858966528.0,13.827,7.926,0.88,0.124,0.193,7118.543265564209
885,16001105.0,116436246528.0,15.952,15.367,0.997,0.137,0.199,7276.7628565652185
886,16291004.0,119554400256.0,16.926,6.11,1.039,0.142,0.194,7338.67601137413
887,16578718.0,123236679680.0,17.321,2.328,1.045,0.141,0.183,7433.426377117941
888,16850176.0,127435358208.0,18.501,6.814,1.098,0.145,0.19,7562.850275747862
889,17106338.0,132535312384.0,19.502,5.41,1.14,0.147,0.195,7747.731418846044
890,17362716.0,130197389312.0,17.337,-11.101,0.999,0.133,0.174,7498.676434723692
891,10270728.0,12362234880.0,2.484,17.708,0.242,0.201,0.201,1203.6376467179348
892,10527711.0,13233698816.0,2.594,4.425,0.246,0.196,0.206,1257.0347738459006
893,10788696.0,14087314432.0,2.422,-6.638,0.224,0.172,0.198,1305.7476484646522
894,11055433.0,14709018624.0,2.11,-12.859,0.191,0.143,0.194,1330.4787450658876
895,11333362.0,14874104832.0,2.165,2.604,0.191,0.146,0.193,1312.4176949434775
896,11626003.0,14900875264.0,2.451,13.198,0.211,0.165,0.18,1281.6851383919306
897,11930991.0,16533567488.0,2.741,11.83,0.23,0.166,0.179,1385.7664872934695
898,12240791.0,18265128960.0,3.239,18.159,0.265,0.177,0.21,1492.1526688920676
899,12554871.0,19467827200.0,3.162,-2.376,0.252,0.162,0.224,1550.619452800431
900,12877537.0,20561330176.0,3.921,24.001,0.304,0.191,0.253,1596.6818946821895
901,13205157.0,21528647680.0,4.499,14.753,0.341,0.209,0.251,1630.3212207170275
902,1567226.0,2015432320.0,0.238,1.562,0.152,0.118,0.168,1285.9870369685036
903,1609025.0,2192198912.0,0.242,1.538,0.15,0.11,0.168,1362.439310762729
904,1652720.0,2160239104.0,0.245,1.515,0.149,0.114,0.167,1307.0811171886344
905,1697757.0,2238347520.0,0.245,0.0,0.145,0.11,0.163,1318.4145434240588
906,1743318.0,2253617152.0,0.26,5.97,0.149,0.115,0.164,1292.717193306098
907,1788931.0,2372699648.0,0.278,7.042,0.156,0.117,0.17,1326.3226183681763
908,1834554.0,2519067904.0,0.304,9.211,0.166,0.121,0.178,1373.1227884270509
909,1879835.0,2668676096.0,0.304,0.0,0.162,0.114,0.221,1419.6331571653895
910,1924954.0,2771625216.0,0.311,2.41,0.162,0.112,0.225,1439.8397135723762
911,1970460.0,2896348416.0,0.322,3.529,0.164,0.111,0.233,1469.8844005968149
912,2015839.0,2939793664.0,0.297,-7.955,0.147,0.101,0.224,1458.3474493746774
913,747937.0,,1.887,-1.152,2.523,,0.26,
914,744235.0,,1.96,3.883,2.634,,0.259,
915,743970.0,,1.96,0.0,2.635,,0.229,
916,747424.0,,1.905,-2.804,2.549,,0.227,
917,751126.0,,1.972,3.503,2.625,,0.236,
918,755043.0,,2.003,1.588,2.653,,0.236,
919,759097.0,,2.375,18.536,3.128,,0.248,
920,763265.0,,2.327,-2.016,3.049,,0.245,
921,785518.0,,2.503,7.57,3.186,,0.258,
922,798761.0,,2.756,10.101,3.45,,0.243,
923,797207.0,,3.188,15.698,3.999,,0.289,
924,9842883.0,14869726208.0,2.137,13.161,0.217,0.144,0.235,1510.7084182550986
925,9954318.0,15936159744.0,2.273,6.368,0.228,0.143,0.238,1600.9293398101206
926,10108541.0,16393482240.0,2.264,-0.384,0.224,0.138,0.216,1621.745634706334
927,10261205.0,17085683712.0,2.706,19.524,0.264,0.158,0.245,1665.0757598157331
928,10412741.0,17572202496.0,2.705,-0.06,0.26,0.154,0.227,1687.567423025311
929,10563762.0,17862467584.0,2.661,-1.626,0.252,0.149,0.196,1690.9191615638445
930,10713845.0,18337150976.0,2.98,11.984,0.278,0.162,0.211,1711.5378256825632
931,10863546.0,18822569984.0,3.139,5.359,0.289,0.167,0.224,1732.6359168544047
932,11012427.0,19129085952.0,3.41,8.632,0.31,0.178,0.234,1737.0454262262078
933,11160441.0,18799472640.0,3.091,-9.345,0.277,0.164,0.234,1684.4739952480372
934,11306804.0,18185521152.0,2.513,-18.726,0.222,0.138,0.227,1608.3697172074444
935,8450936.0,34409603072.0,7.997,-0.421,0.946,0.232,0.213,4071.6913572650415
936,8622510.0,35990761472.0,8.86,10.801,1.028,0.246,0.233,4174.046939000361
937,8792370.0,37443690496.0,9.218,4.04,1.048,0.246,0.223,4258.657278526723
938,8960654.0,38446698496.0,9.365,1.591,1.045,0.244,0.226,4290.612994988982
939,9127851.0,39484542976.0,9.481,1.242,1.039,0.24,0.209,4325.721681477929
940,9294510.0,40757800960.0,10.348,9.142,1.113,0.254,0.205,4385.147894832541
941,9460798.0,42125312000.0,9.722,-6.046,1.028,0.231,0.196,4452.617210514377
942,9626845.0,43936104448.0,10.231,5.237,1.063,0.233,0.195,4563.915223315635
943,9792854.0,45477892096.0,9.861,-3.619,1.007,0.217,0.171,4643.987554190025
944,9958832.0,46684516352.0,11.219,13.766,1.127,0.24,0.2,4687.750165079599
945,10121762.0,42499284992.0,9.526,-15.088,0.941,0.224,0.186,4198.80303370105
946,7132437.0,302377336832.0,40.063,-3.647,5.617,0.132,0.125,42394.67335386208
947,7175370.0,314044547072.0,43.15,7.705,6.014,0.137,0.131,43767.01787810245
948,7234062.0,319384190976.0,42.742,-0.945,5.908,0.134,0.135,44150.048890374455
949,7296820.0,329290153984.0,44.307,3.661,6.072,0.135,0.136,45127.898726294465
950,7352180.0,338386386944.0,45.492,2.674,6.188,0.134,0.143,46025.31316480282
951,7399845.0,346466189312.0,42.4,-6.796,5.73,0.122,0.13,46820.736017038194
952,7435925.0,354003386368.0,43.366,2.278,5.832,0.123,0.129,47607.175484959844
953,7461508.0,367441674240.0,42.431,-2.155,5.687,0.115,0.118,49244.96150644079
954,7481563.0,377902301184.0,42.601,0.399,5.694,0.113,0.117,50511.14335119547
955,7496121.0,371582304256.0,41.9,-1.644,5.59,0.113,0.122,49569.94480958885
956,7500955.0,347263074304.0,33.497,-20.055,4.466,0.096,0.13,46295.848235857964
957,9986832.0,200496578560.0,52.087,1.058,5.216,0.26,0.187,20076.0940566538
958,9953247.0,208407609344.0,50.253,-3.522,5.049,0.241,0.186,20938.655430132498
959,9922133.0,205802045440.0,46.819,-6.834,4.719,0.227,0.186,20741.714048783662
960,9894637.0,209511661568.0,43.67,-6.726,4.413,0.208,0.183,21174.26456048868
961,9867906.0,218378633216.0,43.792,0.28,4.438,0.201,0.184,22130.18985142339
962,9844250.0,226474622976.0,46.717,6.681,4.746,0.206,0.186,23005.777278716003
963,9815106.0,231459340288.0,47.179,0.987,4.807,0.204,0.185,23581.95013767554
964,9788940.0,241347215360.0,49.58,5.091,5.065,0.205,0.184,24655.091905763034
965,9776361.0,254289117184.0,49.534,-0.093,5.067,0.195,0.183,26010.61040851499
966,9771799.0,266658316288.0,49.31,-0.452,5.046,0.185,0.179,27288.559280435464
967,9750571.0,254563876864.0,47.335,-4.005,4.855,0.186,0.175,26107.586608415037
968,318346.0,11531450368.0,3.627,-2.778,11.395,0.315,0.064,36223.01008336841
969,319308.0,11716753408.0,3.505,-3.383,10.976,0.299,0.062,36694.2056196525
970,320988.0,11841376256.0,3.501,-0.097,10.908,0.296,0.062,36890.401684798184
971,324036.0,12380449792.0,3.49,-0.32,10.771,0.282,0.059,38207.01956572726
972,327650.0,12589333504.0,3.447,-1.243,10.52,0.274,0.059,38423.114616206316
973,331068.0,13147881472.0,3.544,2.814,10.704,0.27,0.058,39713.53761764955
974,335677.0,13976682496.0,3.496,-1.36,10.413,0.25,0.057,41637.29566219908
975,343641.0,14562998272.0,3.612,3.338,10.512,0.248,0.056,42378.52372679628
976,352951.0,15275006976.0,3.669,1.572,10.395,0.24,0.055,43277.98186150486
977,360787.0,15550746624.0,3.559,-3.004,9.864,0.229,0.056,43102.29200054325
978,366682.0,14424581120.0,3.34,-6.159,9.108,0.232,0.057,39338.12164218587
979,1240613632.0,5361371185152.0,1677.337,4.039,1.352,0.313,0.268,4321.547858948563
980,1257621248.0,5720693014528.0,1764.712,5.209,1.403,0.308,0.268,4548.820261764534
981,1274487168.0,6052427857920.0,1925.7,9.123,1.511,0.318,0.277,4748.912354620114
982,1291132032.0,6424470487040.0,1995.098,3.604,1.545,0.311,0.278,4975.843157642301
983,1307246464.0,6875186200576.0,2148.344,7.681,1.643,0.312,0.28,5259.288427936417
984,1322866560.0,7391521275904.0,2234.219,3.997,1.689,0.302,0.282,5587.503304871506
985,1338636288.0,8057466126336.0,2354.658,5.391,1.759,0.292,0.284,6019.160094915939
986,1354195712.0,8550029459456.0,2426.607,3.056,1.792,0.284,0.282,6313.732486147467
987,1369003264.0,9173200797696.0,2593.058,6.859,1.894,0.283,0.285,6700.642021037577
988,1383112064.0,9595463401472.0,2612.888,0.765,1.889,0.272,0.28,6937.589260642874
989,1396387072.0,8945313775616.0,2421.552,-7.323,1.734,0.271,0.274,6406.041673533912
990,244016176.0,2039334567936.0,445.806,11.747,1.827,0.219,0.256,8357.374504286961
991,247099696.0,2178184511488.0,500.725,12.319,2.026,0.23,0.273,8815.002797445773
992,250222688.0,2309530058752.0,515.954,3.042,2.062,0.223,0.272,9229.898684295167
993,253275920.0,2437876809728.0,489.055,-5.213,1.931,0.201,0.27,9625.37934805646
994,256229760.0,2559933415424.0,487.89,-0.238,1.904,0.191,0.265,9990.773185066402
995,259091968.0,2684764028928.0,539.149,10.506,2.081,0.201,0.289,10362.204778683066
996,261850176.0,2819890085888.0,540.086,0.174,2.063,0.192,0.285,10769.09753876965
997,264498848.0,2962852151296.0,556.944,3.121,2.106,0.188,0.283,11201.758244693754
998,267066848.0,3116158943232.0,594.101,6.672,2.225,0.191,0.276,11668.085973860747
999,269582880.0,3272567947264.0,650.906,9.561,2.414,0.199,0.283,12139.376014025816
1000,271857984.0,3204972544000.0,605.985,-6.901,2.229,0.189,0.28,11789.142613519858
1001,75373864.0,1310507008000.0,552.953,3.047,7.336,0.422,0.227,17386.75634302097
1002,76342968.0,1345049329664.0,566.289,2.412,7.418,0.421,0.224,17618.509797313618
1003,77324448.0,1324570771456.0,588.365,3.898,7.609,0.444,0.231,17130.03850290661
1004,78458928.0,1287095582720.0,597.952,1.63,7.621,0.465,0.225,16404.70518179907
1005,79961672.0,1352736964608.0,632.673,5.807,7.912,0.468,0.228,16917.317144243807
1006,81790848.0,1331012173824.0,631.581,-0.173,7.722,0.475,0.231,16273.363174129214
1007,83306232.0,1413723717632.0,633.827,0.356,7.608,0.448,0.22,16970.203593315804
1008,84505080.0,1486668300288.0,685.401,8.137,8.111,0.461,0.229,17592.650054742273
1009,85617560.0,1483607244800.0,710.215,3.62,8.295,0.479,0.229,17328.305604597936
1010,86564208.0,1438754537472.0,694.667,-2.189,8.025,0.483,0.213,16620.663097524095
1011,87290192.0,1446203752448.0,679.007,-2.254,7.779,0.47,0.2,16567.769176724916
1012,31264880.0,297507192832.0,113.536,8.32,3.631,0.382,0.299,9515.699175304688
1013,32378066.0,344220729344.0,122.937,8.28,3.797,0.357,0.314,10631.293708030615
1014,33864452.0,392191311872.0,133.421,8.528,3.94,0.34,0.313,11581.20946035093
1015,35481804.0,422107709440.0,141.053,5.72,3.975,0.334,0.3,11896.4556999413
1016,36746484.0,425222864896.0,137.021,-2.858,3.729,0.322,0.301,11571.797315247903
1017,37757812.0,436010745856.0,141.987,3.624,3.76,0.326,0.318,11547.563875152511
1018,38697940.0,502279995392.0,158.893,11.907,4.106,0.316,0.327,12979.50214900328
1019,39621156.0,485207572480.0,176.963,11.373,4.466,0.365,0.312,12246.174051054946
1020,40590700.0,508026814464.0,183.753,3.837,4.527,0.362,0.311,12515.84265518949
1021,41563524.0,537548292096.0,189.606,3.185,4.562,0.353,0.296,12933.174099866988
1022,42556988.0,453147787264.0,159.84,-15.699,3.756,0.353,0.28,10648.023005387506
1023,4524581.0,221852450816.0,41.793,-0.915,9.237,0.188,0.234,49032.70619224189
1024,4544504.0,224397459456.0,38.056,-8.941,8.374,0.17,0.224,49377.76695894646
1025,4564550.0,217871564800.0,38.227,0.449,8.375,0.175,0.228,47731.22537818624
1026,4588830.0,222738956288.0,37.282,-2.473,8.124,0.167,0.226,48539.378509990565
1027,4622165.0,236178358272.0,36.853,-1.15,7.973,0.156,0.224,51096.91200379043
1028,4665764.0,249955909632.0,38.719,5.062,8.298,0.155,0.223,53572.34305721421
1029,4715791.0,255118278656.0,40.37,4.264,8.561,0.158,0.222,54098.724616082436
1030,4771860.0,266528538624.0,39.078,-3.199,8.189,0.147,0.214,55854.2242697816
1031,4834506.0,282500464640.0,39.013,-0.168,8.07,0.138,0.209,58434.19464987736
1032,4896021.0,294503710720.0,37.326,-4.324,7.624,0.127,0.199,60151.64369597271
1033,4946123.0,274762350592.0,35.124,-5.899,7.101,0.128,0.199,55551.054955972584
1034,7328439.0,210327633920.0,68.287,6.931,9.318,0.325,0.258,28700.195760652437
1035,7459750.0,220210380800.0,68.595,0.451,9.195,0.311,0.254,29519.80707128255
1036,7592099.0,225909440512.0,74.785,9.024,9.85,0.331,0.265,29755.860732585283
1037,7726675.0,235885592576.0,63.095,-15.631,8.166,0.267,0.236,30528.732291186054
1038,7863849.0,245129953280.0,60.282,-4.458,7.666,0.246,0.231,31171.752316200374
1039,8007777.0,251223883776.0,62.939,4.407,7.86,0.251,0.229,31372.48749259626
1040,8159015.0,262584205312.0,61.161,-2.826,7.496,0.233,0.218,32183.321799506437
1041,8309256.0,273812324352.0,58.842,-3.792,7.081,0.215,0.206,32952.68846597096
1042,8456487.0,284956491776.0,59.986,1.944,7.093,0.211,0.205,33696.7929798745
1043,8607922.0,296799272960.0,58.659,-2.212,6.815,0.198,0.195,34479.78187534692
1044,8757487.0,291287728128.0,55.698,-5.049,6.36,0.191,0.195,33261.56557560405
1045,59822452.0,2080545964032.0,436.534,2.725,7.297,0.21,0.214,34778.680820906506
1046,60025952.0,2110883364864.0,424.739,-2.702,7.076,0.201,0.213,35166.17886983284
1047,60190152.0,2047959891968.0,404.261,-4.821,6.716,0.197,0.208,34024.8333642354
1048,60312600.0,2010255327232.0,370.254,-8.412,6.139,0.184,0.199,33330.60301217325
1049,60322792.0,2010164101120.0,350.127,-5.436,5.804,0.174,0.199,33323.459251024055
1050,60232908.0,2025809510400.0,361.936,3.373,6.009,0.179,0.199,33632.93551093366
1051,60118628.0,2052012376064.0,358.814,-0.863,5.968,0.175,0.197,34132.721326641054
